canonical,key_without_year,designation,prefix,number,part,section,year,title,division,section_name,committee,status,product_category,scheme,amendments,superseded_by_text,sources,archive_identifier,archive_url,license_url,text_path,pdf_path,has_full_text,is_compulsory,is_current,superseded_by
IS|10034|None|None|1981|None,IS|10034|None|None,IS 10034:1981,IS,10034,,,1981,IS 10034: Basic requirement for equipment for determining moisture content in foundry sand,</b> Metallurgical Engineering<br /><b>,</b> Foundry (MTD 14)<br /><br /><b>,MTD 14,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10034.1981,https://archive.org/details/gov.in.is.10034.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10034.1981.txt,,True,False,True,
IS|10035|None|None|1993|None,IS|10035|None|None,IS 10035:1993,IS,10035,,,1993,IS 10035: Bronze powder for metallic filters,</b> Metallurgical Engineering<br /><b>,</b> Powder Metallurgical Materials and Products (MTD 25)<br /><br /><b>,MTD 25,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10035.1993,https://archive.org/details/gov.in.is.10035.1993,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10035.1993.txt,,True,False,False,IS 10035:2023
IS|10035|None|None|2023|None,IS|10035|None|None,IS 10035:2023,IS,10035,,,2023,IS 10035 : 2023: Bronze Powder for Metallic Filters - Specification,,,,published,,,0,,['ARCHIVE_ORG'],gov.in.is.10035.2023,https://archive.org/details/gov.in.is.10035.2023,,bis_data\archive\text\gov.in.is.10035.2023.txt,,True,False,True,
IS|10037|1|None|1981|None,IS|10037|1|None,IS 10037 (Part 1):1981,IS,10037,1.0,,1981,"IS 10037-1: Requirements for sludge dewatering equipment, Part I: Sludge drying beds-sand, gravel and underdrains",</b> Civil Engineering<br /><b>,</b> Public Health Engineering. (CED 24)<br /><br /><b>,CED 24,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10037.1.1981,https://archive.org/details/gov.in.is.10037.1.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10037.1.1981.txt,,True,False,True,
IS|10037|2|None|1983|None,IS|10037|2|None,IS 10037 (Part 2):1983,IS,10037,2.0,,1983,"IS 10037-2: Requirements for sludge de-watering equipment, Part 2: Vacuum filtration equipment",</b> Civil Engineering<br /><b>,</b> Public Health Engineering. (CED 24)<br /><br /><b>,CED 24,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10037.2.1983,https://archive.org/details/gov.in.is.10037.2.1983,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10037.2.1983.txt,,True,False,True,
IS|10037|3|None|1983|None,IS|10037|3|None,IS 10037 (Part 3):1983,IS,10037,3.0,,1983,"IS 10037-3: Requirements for sludge de-watering equipment, Part 3: Centrifugal equipment (Solid bowl type)",</b> Civil Engineering<br /><b>,</b> Public Health Engineering. (CED 24)<br /><br /><b>,CED 24,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10037.3.1983,https://archive.org/details/gov.in.is.10037.3.1983,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10037.3.1983.txt,,True,False,True,
IS|10038|None|None|1981|None,IS|10038|None|None,IS 10038:1981,IS,10038,,,1981,IS 10038: Textured Plant Protein Foods Prepared By Extrusion Cooking,</b> Food and Agriculture<br /><b>,"</b> Foodgrains, Starches and Ready to Eat Foods (FAD 16)<br /><br /><b>",FAD 16,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10038.1981,https://archive.org/details/gov.in.is.10038.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10038.1981.txt,,True,False,True,
IS|10039|None|None|1981|None,IS|10039|None|None,IS 10039:1981,IS,10039,,,1981,"IS 10039: Specification for Number Printing Machines, Hand-operated",</b> Mechanical Engineering<br /><b>,</b> Printing Machinery (MED 25)<br /><br /><b>,MED 25,published,,,0,"</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda <br /><br /><p><b style=""color:#FF0000;"">ATTENTION!</b> This standard, Indian Standard IS 10039:1981, has been declared to be <b>WITHDRAWN</b> is thus no longer active.  Superceding standard: Decided by council.</p>",['ARCHIVE_ORG'],gov.in.is.10039.1981,https://archive.org/details/gov.in.is.10039.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10039.1981.txt,,True,False,True,
IS|10040|None|None|1981|None,IS|10040|None|None,IS 10040:1981,IS,10040,,,1981,IS 10040: Specification for Rotating Hooks for Sewing Machines for Industrial Use,</b> Mechanical Engineering<br /><b>,</b> Sewing Machines (MED 29)<br /><br /><b>,MED 29,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10040.1981,https://archive.org/details/gov.in.is.10040.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10040.1981.txt,,True,False,True,
IS|10041|None|None|1981|None,IS|10041|None|None,IS 10041:1981,IS,10041,,,1981,IS 10041: Glossary of terms for airlines technical operation,</b> Transport Engineering<br /><b>,</b> Aircraft and Space Vehicles (TED 14)<br /><br /><b>,TED 14,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10041.1981,https://archive.org/details/gov.in.is.10041.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10041.1981.txt,,True,False,True,
IS|10042|None|None|1981|None,IS|10042|None|None,IS 10042:1981,IS,10042,,,1981,IS 10042: Code of practice for site investigations for foundation in gravel-boulder deposit,</b> Civil Engineering<br /><b>,</b> Soil and Foundation Engineering (CED 43)<br /><br /><b>,CED 43,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10042.1981,https://archive.org/details/gov.in.is.10042.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10042.1981.txt,,True,False,True,
IS|10044|None|None|1981|None,IS|10044|None|None,IS 10044:1981,IS,10044,,,1981,IS 10044: Guide for Treatment and Disposal of Effluents of Petroleum Refining Industry,</b> Chemical<br /><b>,</b> Environmental Protection and Waste Management (CHD 32)<br /><br /><b>,CHD 32,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10044.1981,https://archive.org/details/gov.in.is.10044.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10044.1981.txt,,True,False,True,
IS|10045|None|None|1981|None,IS|10045|None|None,IS 10045:1981,IS,10045,,,1981,"IS 10045: Punch, Lacrymal Bone, Beyer's Pattern",</b> Medical Equipment and Hospital Planning<br /><b>,</b> Ophthalmic Instruments and Appliances (MHD 5)<br /><br /><b>,MHD 5,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10045.1981,https://archive.org/details/gov.in.is.10045.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10045.1981.txt,,True,False,True,
IS|10046|None|None|1981|None,IS|10046|None|None,IS 10046:1981,IS,10046,,,1981,IS 10046: Dog Spikes for Mine Haulage Tracks,</b> Mechanical Engineering<br /><b>,</b> Mining Techniques and Equipment (MED 8)<br /><br /><b>,MED 8,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10046.1981,https://archive.org/details/gov.in.is.10046.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10046.1981.txt,,True,False,True,
IS|10047|None|None|1981|None,IS|10047|None|None,IS 10047:1981,IS,10047,,,1981,IS 10047: Methods for testing refractory ramming masses,</b> Metallurgical Engineering<br /><b>,</b> Refractories (MTD 15)<br /><br /><b>,MTD 15,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10047.1981,https://archive.org/details/gov.in.is.10047.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10047.1981.txt,,True,False,False,IS 10047:2023
IS|10047|None|None|2023|None,IS|10047|None|None,IS 10047:2023,IS,10047,,,2023,IS 10047 : 2023: Refractory Plastic and Ramming Mass - Method of Test,,,,published,,,0,,['ARCHIVE_ORG'],gov.in.is.10047.2023,https://archive.org/details/gov.in.is.10047.2023,,bis_data\archive\text\gov.in.is.10047.2023.txt,,True,False,True,
IS|10048|None|None|1999|None,IS|10048|None|None,IS 10048:1999,IS,10048,,,1999,IS 10048: Rice grader,</b> Food and Agriculture<br /><b>,</b> Agriculture and Food Processing Equipments (FAD 20)<br /><br /><b>,FAD 20,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10048.1999,https://archive.org/details/gov.in.is.10048.1999,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10048.1999.txt,,True,False,True,
IS|10049|None|None|1981|None,IS|10049|None|None,IS 10049:1981,IS,10049,,,1981,IS 10049: Code of practice for manufacture of lime based blocks,</b> Civil Engineering<br /><b>,</b> Building Limes and Gypsum Products (CED 4)<br /><br /><b>,CED 4,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10049.1981,https://archive.org/details/gov.in.is.10049.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10049.1981.txt,,True,False,True,
IS|10050|None|None|1981|None,IS|10050|None|None,IS 10050:1981,IS,10050,,,1981,IS 10050: Method for determination of slake durability index of rocks,</b> Civil Engineering<br /><b>,</b> Rock Mechanics (CED 48)<br /><br /><b>,CED 48,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10050.1981,https://archive.org/details/gov.in.is.10050.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10050.1981.txt,,True,False,True,
IS|10052|1|None|1999|None,IS|10052|1|None,IS 10052 (Part 1):1999,IS,10052,1.0,,1999,"IS 10052-1: Radio Disturbance and Immunity Measuring Apparatus and Methods, Part 1: Radio Disturbance and Immunity Measuring Apparatus",</b> Electronics and Information Technology<br /><b>,</b> Electromagnetic Compatibility (LITD 9)<br /><br /><b>,LITD 9,published,,,0,"</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda <br /><br /><p><b style=""color:#FF0000;"">ATTENTION!</b> This standard, Indian Standard IS 10052:Part1:1999, has been declared to be <b>WITHDRAWN</b> is thus no longer active.  Superceding standard: IS 10052 (Part 1/Sec 1) : 2019/CISPR 16-1-1 : 2015.</p>",['ARCHIVE_ORG'],gov.in.is.10052.1.1999,https://archive.org/details/gov.in.is.10052.1.1999,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10052.1.1999.txt,,True,False,True,
IS|10052|2|None|1999|None,IS|10052|2|None,IS 10052 (Part 2):1999,IS,10052,2.0,,1999,"IS 10052-2: Radio Disturbance and Immunity Measuring Apparatus and Methods, Part 2: Methods of Measurement of Disturbances and Immunity",</b> Electronics and Information Technology<br /><b>,</b> Electromagnetic Compatibility (LITD 9)<br /><br /><b>,LITD 9,published,,,0,"</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda <br /><br /><p><b style=""color:#FF0000;"">ATTENTION!</b> This standard, Indian Standard IS 10052:Part2:1999, has been declared to be <b>WITHDRAWN</b> is thus no longer active.  Superceding standard: Decided by divisional council 06 Sep 2019.</p>",['ARCHIVE_ORG'],gov.in.is.10052.2.1999,https://archive.org/details/gov.in.is.10052.2.1999,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10052.2.1999.txt,,True,False,True,
IS|10053|None|None|1981|None,IS|10053|None|None,IS 10053:1981,IS,10053,,,1981,IS 10053: Requirements for equipment for jackson candle turbiditimeter and determination of turbidity,</b> Civil Engineering<br /><b>,</b> Public Health Engineering. (CED 24)<br /><br /><b>,CED 24,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10053.1981,https://archive.org/details/gov.in.is.10053.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10053.1981.txt,,True,False,True,
IS|10054|None|None|1996|None,IS|10054|None|None,IS 10054:1996,IS,10054,,,1996,"IS 10054: Textiles - High density polyethylene (HDPE) monofilament mosquito netting, round mesh",</b> Textiles<br /><b>,</b> Textile Materials made from Polyolefins (TXD 23)<br /><br /><b>,TXD 23,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10054.1996,https://archive.org/details/gov.in.is.10054.1996,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10054.1996.txt,,True,False,True,
IS|10055|None|None|1982|None,IS|10055|None|None,IS 10055:1982,IS,10055,,,1982,IS 10055: Jute Needleloom Felts,</b> Textiles<br /><b>,</b> Industrial Fabrics (TXD 33)<br /><br /><b>,TXD 33,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10055.1982,https://archive.org/details/gov.in.is.10055.1982,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10055.1982.txt,,True,False,True,
IS|10056|None|None|1982|None,IS|10056|None|None,IS 10056:1982,IS,10056,,,1982,IS 10056: Silk (Viscose Rayon) Ribbon Tape,</b> Textiles<br /><b>,"</b> Narrow Fabrics, Webbings and Braids (TXD 12)<br /><br /><b>",TXD 12,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10056.1982,https://archive.org/details/gov.in.is.10056.1982,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10056.1982.txt,,True,False,False,IS 10056:2023
IS|10056|None|None|2023|None,IS|10056|None|None,IS 10056:2023,IS,10056,,,2023,IS 10056 : 2023: Textiles Silk Viscose Rayon Ribbon Tape Specification,,,,published,,,0,,['ARCHIVE_ORG'],gov.in.is.10056.2023,https://archive.org/details/gov.in.is.10056.2023,,bis_data\archive\text\gov.in.is.10056.2023.txt,,True,False,True,
IS|10057|None|None|1982|None,IS|10057|None|None,IS 10057:1982,IS,10057,,,1982,IS 10057: Tapes for Wagon Sealing,</b> Textiles<br /><b>,"</b> Narrow Fabrics, Webbings and Braids (TXD 12)<br /><br /><b>",TXD 12,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10057.1982,https://archive.org/details/gov.in.is.10057.1982,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10057.1982.txt,,True,False,True,
IS|10058|None|None|1985|None,IS|10058|None|None,IS 10058:1985,IS,10058,,,1985,"IS 10058: Forceps, Fixation, Graefe's Pattern (Modified)",</b> Medical Equipment and Hospital Planning<br /><b>,</b> Ophthalmic Instruments and Appliances (MHD 5)<br /><br /><b>,MHD 5,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10058.1985,https://archive.org/details/gov.in.is.10058.1985,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10058.1985.txt,,True,False,True,
IS|10059|None|None|1981|None,IS|10059|None|None,IS 10059:1981,IS,10059,,,1981,IS 10059: Edible Fish Powder,</b> Food and Agriculture<br /><b>,</b> Fish and Fisheries Products (FAD 12)<br /><br /><b>,FAD 12,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10059.1981,https://archive.org/details/gov.in.is.10059.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10059.1981.txt,,True,False,True,
IS|10060|None|None|1981|None,IS|10060|None|None,IS 10060:1981,IS,10060,,,1981,IS 10060: Code of Practice for Subsurface Investigation for Power House Sites,</b> Water Resources<br /><b>,</b> Gelogical Investigation and Subsurface Exploration (WRD 5)<br /><br /><b>,WRD 5,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10060.1981,https://archive.org/details/gov.in.is.10060.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10060.1981.txt,,True,False,False,IS 10060:2013
IS|10060|None|None|2013|None,IS|10060|None|None,IS 10060:2013,IS,10060,,,2013,IS 10060 : 2013: Geotechnical Investigations for Power House Sites - Code of Practice,,,,published,,,0,,['ARCHIVE_ORG'],gov.in.is.10060.2013,https://archive.org/details/gov.in.is.10060.2013,,bis_data\archive\text\gov.in.is.10060.2013.txt,,True,False,True,
IS|10061|None|None|1991|None,IS|10061|None|None,IS 10061:1991,IS,10061,,,1991,IS 10061: Proforma for analysis of unit rate of excavation of tunnels by cyclic drilling and blasting,</b> Water Resources<br /><b>,</b> Measurement and Cost Analysis of Works For River Valley Projects (WRD 23)<br /><br /><b>,WRD 23,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10061.1991,https://archive.org/details/gov.in.is.10061.1991,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10061.1991.txt,,True,False,True,
IS|10062|None|None|1991|None,IS|10062|None|None,IS 10062:1991,IS,10062,,,1991,IS 10062: Proforma for analysis of unit rate of quarrying rock by mechanical means,</b> Water Resources<br /><b>,</b> Measurement and Cost Analysis of Works For River Valley Projects (WRD 23)<br /><br /><b>,WRD 23,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10062.1991,https://archive.org/details/gov.in.is.10062.1991,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10062.1991.txt,,True,False,True,
IS|10063|None|None|1982|None,IS|10063|None|None,IS 10063:1982,IS,10063,,,1982,IS 10063: Dimensions of end fittings of rear shock absorbers for scooters and motorcycles,</b> Transport Engineering<br /><b>,</b> Spring (TED 21)<br /><br /><b>,TED 21,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10063.1982,https://archive.org/details/gov.in.is.10063.1982,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10063.1982.txt,,True,False,True,
IS|10065|None|None|1981|None,IS|10065|None|None,IS 10065:1981,IS,10065,,,1981,IS 10065: Roasted Groundnut (Peanut) Kernels,</b> Food and Agriculture<br /><b>,"</b> Foodgrains, Starches and Ready to Eat Foods (FAD 16)<br /><br /><b>",FAD 16,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10065.1981,https://archive.org/details/gov.in.is.10065.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10065.1981.txt,,True,False,True,
IS|10066|None|None|1981|None,IS|10066|None|None,IS 10066:1981,IS,10066,,,1981,IS 10066: Corrugated fibreboard boxes for packing cigarettes,</b> Chemical<br /><b>,</b> Paper and its products (CHD 15)<br /><br /><b>,CHD 15,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10066.1981,https://archive.org/details/gov.in.is.10066.1981,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10066.1981.txt,,True,False,True,
IS|10067|None|None|1982|None,IS|10067|None|None,IS 10067:1982,IS,10067,,,1982,IS 10067: Material constants in building works,</b> Civil Engineering<br /><b>,</b> Construction Management including safety in Construction (CED 29)<br /><br /><b>,CED 29,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10067.1982,https://archive.org/details/gov.in.is.10067.1982,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10067.1982.txt,,True,False,True,
IS|10068|1|None|1982|None,IS|10068|1|None,IS 10068 (Part 1):1982,IS,10068,1.0,,1982,IS 10068-1: Press Working Die Sets (plain type) - Part I : Centre Post Rectangular Die Sets,</b> Production and General Engineering<br /><b>,</b> Metal Forming Machines (PGD 4)<br /><br /><b>,PGD 4,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10068.1.1982,https://archive.org/details/gov.in.is.10068.1.1982,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10068.1.1982.txt,,True,False,False,IS 10068 (Part 1):2018
IS|10068|1|None|2018|None,IS|10068|1|None,IS 10068 (Part 1):2018,IS,10068,1.0,,2018,IS 10068 : Part 1 : 2018: Press Working Die Sets (Plain Type) — Specification Part 1 Centre Post Rectangular Die Sets ( First Revision ),,,,published,,,0,,['ARCHIVE_ORG'],gov.in.is.10068.1.2018,https://archive.org/details/gov.in.is.10068.1.2018,,bis_data\archive\text\gov.in.is.10068.1.2018.txt,,True,False,True,
IS|10068|2|None|1982|None,IS|10068|2|None,IS 10068 (Part 2):1982,IS,10068,2.0,,1982,IS 10068-2: Press Working Die Sets (plain type) - Part II : Centre Post Square Die Sets,</b> Production and General Engineering<br /><b>,</b> Metal Forming Machines (PGD 4)<br /><br /><b>,PGD 4,published,,,0,</b> <br /><br /><br /><b>LEGALLY BINDING DOCUMENT</b><br /><br /><i>Step Out From the Old to the New</i>--Jawaharlal Nehru<br /><i>Invent a new India using knowledge.</i>--Satyanarayan Gangaram Pitroda,['ARCHIVE_ORG'],gov.in.is.10068.2.1982,https://archive.org/details/gov.in.is.10068.2.1982,http://creativecommons.org/publicdomain/zero/1.0/,bis_data\archive\text\gov.in.is.10068.2.1982.txt,,True,False,False,IS 10068 (Part 2):2018
